OUTDATED
P,S,blue,green
J,U,green,red
S,W,red,red
R,W,red,red
X,M,blue,green
F,Q,red,blue
X,A,green,green
Q,T,blue,blue
I,A,green,green
Q,J,green,blue
I,U,green,green
C,M,blue,red
P,I,green,blue
G,J,green,blue
E,P,blue,red
X,D,blue,blue
S,I,blue,red
V,I,blue,blue
H,L,red,blue
T,I,green,red
Q,U,green,red
D,K,red,green
S,P,blue,blue
M,J,green,green
U,C,green,green
F,T,green,blue
Y,A,green,green
O,E,red,red
J,W,blue,red
J,E,red,blue
Y,T,red,blue
O,I,green,green
A,N,green,blue
T,X,green,red
L,K,green,red
Q,D,red,blue
C,Q,red,blue
O,F,red,red
I,W,green,green
C,R,green,red
M,N,green,blue
N,T,red,green
I,Q,green,green
N,Z,blue,blue
H,F,blue,green
Y,L,green,blue
Z,S,green,red
R,M,green,red
S,G,blue,red
N,S,blue,green
E,D,red,blue
R,M,blue,blue
C,N,green,green
Y,E,blue,green
W,U,red,green
T,B,blue,blue
T,C,blue,red
N,T,green,red
N,B,blue,blue
G,T,green,red
P,F,red,green
C,I,green,red
F,M,green,blue
O,L,blue,red
C,R,red,green
Q,F,green,red
Q,I,red,red
D,A,red,red
N,X,blue,red
T,L,green,blue
E,Y,blue,green
D,P,blue,red
S,Z,green,red
C,S,red,red
D,X,green,green
M,G,blue,red
G,A,green,green
R,H,green,red
K,S,red,red
E,D,blue,red
R,W,blue,red
D,J,red,red
Z,H,green,blue
X,I,red,blue
F,Z,red,green
R,U,red,green
E,W,blue,green
N,G,blue,red
E,S,red,blue
O,S,blue,red
L,R,green,green
E,R,red,green
D,H,green,red
D,J,green,green
I,G,green,red
M,S,red,blue
V,E,red,red
M,I,green,red
Z,J,red,blue
O,I,blue,blue
I,S,blue,red
U,Z,red,green
Y,X,red,red
L,E,blue,blue
G,M,green,red
A,W,green,red
W,P,blue,green
Z,G,green,blue
G,Y,red,blue
H,O,green,blue
Y,J,red,blue
M,N,green,blue
H,M,blue,red
C,A,green,red
N,Y,green,blue
I,P,blue,green
L,Q,blue,green
G,V,green,green
I,G,red,green
Q,S,blue,red
M,H,red,green
O,R,red,blue
D,H,red,blue
E,G,green,green
L,B,red,blue
Z,M,blue,red
U,P,green,red
X,E,blue,green
Z,M,red,blue
I,H,green,green
F,U,green,green
Z,R,red,green
J,R,blue,red
T,I,green,green
F,K,blue,green
C,R,blue,blue
C,G,green,green
J,S,blue,blue
P,H,red,red
E,I,red,green
Y,G,blue,red
B,A,red,red
T,G,green,red
E,Q,blue,blue
U,I,green,blue
W,G,blue,red
N,E,green,blue
T,I,blue,blue
O,N,green,green
X,L,red,red
I,M,blue,blue
E,P,green,green
M,V,green,red
Q,G,green,blue
I,K,blue,blue
V,S,blue,blue
E,K,green,red
E,B,green,green
R,Q,blue,blue
U,V,green,green
E,Z,green,green
U,O,green,green
S,C,green,red
X,I,green,green
V,P,green,green
J,Z,green,blue
M,Q,blue,red
D,K,green,red
R,H,blue,blue
U,F,red,blue
V,G,green,green
D,O,green,red
O,T,green,blue
V,Q,red,green
X,A,blue,blue
M,W,red,red
B,I,blue,red
V,O,green,blue
J,I,green,blue
N,E,green,red
U,A,green,red
S,F,blue,blue
W,H,blue,blue
R,J,red,green
N,J,green,blue
C,W,red,blue
J,O,red,green
L,K,red,red
X,W,green,red
B,E,blue,red
Q,N,red,green
B,J,green,blue
B,J,blue,green
Z,C,green,red
K,U,red,blue
A,S,red,green
R,P,blue,red
S,I,green,blue
U,D,red,red
V,N,green,red
I,Y,blue,blue
K,W,blue,green
L,E,green,red
U,T,blue,red
S,I,red,blue
S,W,green,green
O,E,blue,red
J,Z,blue,red
G,P,red,green
V,P,red,blue
G,O,red,green
I,J,blue,green
I,J,red,blue
T,N,blue,blue
F,Q,red,blue
T,O,green,blue
L,K,red,red
I,O,red,green
W,G,red,blue
L,G,green,red
S,B,blue,blue
K,T,green,red
M,B,red,blue
W,V,red,green
K,E,red,blue
T,W,green,green
U,E,blue,red
P,V,green,green
P,Z,green,green
Z,E,blue,green
Y,F,green,green
V,N,green,blue
O,A,green,green
P,T,green,green
I,R,green,red
Z,K,blue,blue
P,S,blue,blue
D,W,red,blue
R,F,red,green
S,P,green,red
B,L,green,green
W,I,green,green
D,P,green,blue
I,C,blue,green
Y,R,red,green
I,M,green,green
N,X,red,green
E,T,red,blue
E,S,green,green
C,T,red,red
K,T,red,red
A,S,red,red
W,H,red,red
G,N,red,blue
Z,Y,blue,blue
P,V,red,blue
E,K,red,green
Z,E,green,green
X,W,blue,blue
N,C,blue,blue
Q,A,green,red
L,M,red,green
T,I,green,blue
O,M,green,blue
B,I,red,green
I,X,blue,red
I,Z,red,red
O,V,green,red
V,J,blue,blue
D,H,blue,green
J,Y,red,blue
I,S,red,green
W,G,green,red
Z,U,red,blue
V,B,blue,green
N,K,red,red
W,I,red,green
A,Q,blue,blue
H,Y,blue,red
P,L,green,blue
L,K,red,blue
Z,I,blue,blue
E,Q,blue,blue
N,C,blue,blue
Z,F,red,red
O,Q,green,red
R,X,blue,red
R,B,blue,red
G,L,blue,blue
F,B,green,blue
A,X,green,green
S,M,green,red
F,E,red,green
M,J,green,blue
N,J,red,blue
P,E,green,blue
B,D,red,red
B,W,blue,red
L,H,green,blue
C,T,green,red
I,R,green,blue
C,H,blue,blue
A,U,blue,green
B,M,blue,green
P,L,blue,blue
Q,M,blue,green
I,D,blue,blue
K,M,red,blue
J,E,red,green
M,V,green,red
D,M,red,green
Q,E,blue,green
B,M,green,blue
O,K,green,blue
R,J,red,green
V,B,blue,blue
X,R,green,red
T,O,blue,blue
H,X,blue,green
H,W,green,green
L,H,green,green
L,T,green,blue
I,Q,red,blue
B,Z,green,blue
S,J,red,red
O,Y,green,blue
M,B,blue,red
I,F,blue,green
S,I,blue,red
M,E,blue,red
T,I,blue,blue
A,R,red,green
L,D,blue,red
B,Y,blue,green
E,T,green,red
R,X,blue,red
V,P,red,red
E,N,red,red
S,B,blue,blue
M,E,green,blue
U,M,blue,blue
Y,F,green,green
Z,M,blue,blue
L,Z,blue,blue
C,T,red,green
F,J,blue,red
M,Q,blue,blue
J,C,green,blue
A,Q,red,blue
L,G,red,red
W,H,red,green
M,W,red,blue
X,A,green,blue
P,H,blue,blue
P,F,blue,red
L,E,green,red
G,V,green,blue
G,H,blue,green
Z,T,blue,blue
N,Z,red,red
Z,W,red,red
R,O,red,blue
D,G,blue,blue
E,X,green,green
K,T,red,green
L,Z,red,green
A,Q,green,red
Z,A,green,blue
E,L,red,green
B,L,blue,red
A,P,green,green
I,L,blue,blue
E,K,blue,blue
M,Z,blue,blue
W,C,blue,green
E,F,green,blue
I,N,red,green
D,L,red,green
Z,W,blue,red
R,Z,blue,green
U,Q,red,blue
R,A,blue,blue
Y,H,green,red
D,P,red,red
A,V,green,green
P,Y,green,red
Y,M,blue,blue
P,F,red,green
N,G,green,blue
K,I,blue,green
M,D,red,red
V,K,green,green
A,T,red,red
I,H,red,blue
Y,T,blue,red
J,D,blue,red
Z,C,blue,red
T,U,green,blue
M,R,blue,green
P,X,blue,blue
P,D,blue,red
G,O,green,red
A,U,red,red
T,Y,green,blue
P,Y,red,red
K,Y,red,green
E,L,red,red
C,Q,blue,blue
P,Q,green,blue
Z,S,blue,green
N,S,blue,blue
R,W,blue,green
S,G,blue,green
J,K,green,green
I,C,red,blue
X,H,red,red
E,J,blue,red
V,R,blue,blue
T,E,blue,blue
M,I,green,green
F,X,red,blue
J,A,blue,green
I,R,red,red
I,W,green,green
E,Q,red,green
M,F,green,red
M,B,blue,red
D,U,blue,red
T,L,red,blue
B,M,blue,blue
C,Q,red,blue
R,K,blue,red
S,J,blue,blue
H,D,green,red
U,X,blue,green
S,T,red,green
S,Z,green,blue
B,S,red,green
A,Q,blue,green
Q,K,blue,red
B,G,green,red
X,P,red,blue
L,H,green,green
R,K,blue,blue
L,M,green,blue
E,F,red,green
N,T,blue,red
G,B,green,blue
L,C,green,red
C,L,green,red
O,L,red,red
B,N,red,red
I,M,red,blue
K,W,red,green
W,H,red,green
Z,K,red,red
U,N,red,blue
T,K,blue,blue
S,K,green,red
T,G,green,green
Q,M,green,green
A,W,blue,red
B,G,green,blue
U,E,green,green
N,E,blue,green
M,W,red,blue
A,Y,blue,blue
H,Y,green,blue
N,I,green,red
T,D,blue,green
Q,P,blue,red
F,I,green,blue
H,K,blue,blue
Z,A,green,blue
J,A,blue,red
D,O,blue,red
I,V,green,blue
Y,W,red,green
I,E,red,green
K,C,green,blue
B,N,red,red
K,V,green,red
G,Q,red,green
Y,L,blue,green
B,G,green,blue
N,S,red,red
A,W,blue,green
F,Z,red,blue
N,O,red,red
I,M,blue,green
F,C,blue,blue
U,S,red,blue
H,O,red,blue
U,V,blue,red
T,F,green,green
U,G,blue,blue
M,H,blue,green
Q,O,blue,green
W,S,blue,blue
B,N,blue,blue
B,Q,red,green
N,Y,green,red
C,I,blue,red
D,H,blue,green
F,R,blue,green
Z,F,red,blue
I,V,red,red
X,R,green,green
W,S,blue,green
E,K,red,green
G,M,green,blue
N,O,blue,blue
G,Q,red,blue
M,U,green,red
W,E,blue,red
R,T,blue,blue
O,Q,red,green
F,Q,red,red
I,K,blue,green
G,D,green,blue
J,R,red,blue
P,Q,green,red
F,Z,green,red
L,Y,green,green
Q,A,blue,red
A,E,green,blue
Z,I,blue,blue
H,J,blue,green
P,Y,green,green
W,S,red,blue
B,A,red,blue
K,J,blue,blue
L,Q,red,red
Q,O,green,blue
P,Q,blue,blue
V,B,red,green
J,B,green,blue
Y,L,green,red
O,Y,blue,blue
D,E,red,green
D,W,red,red
V,K,blue,blue
I,L,red,green
M,C,red,red
L,E,red,red
N,T,blue,green
M,H,blue,red
J,K,green,red
T,N,green,red
U,J,green,red
I,Z,blue,blue
T,I,red,green
Z,V,green,red
N,P,green,red
Y,A,green,green
C,F,blue,red
M,G,red,blue
D,I,red,blue
F,Q,blue,red
D,S,blue,blue
N,G,blue,blue
E,G,blue,green
T,U,green,green
I,T,blue,blue
J,K,blue,blue
F,I,blue,red
T,M,blue,red
N,I,blue,green
D,H,green,blue
R,I,red,green
P,W,red,red
K,R,blue,blue
X,J,red,blue
U,T,blue,blue
T,U,blue,green
B,K,green,blue
J,W,green,red
M,Z,green,red
R,G,red,blue
H,N,green,green
W,Y,blue,red
E,A,red,green
U,R,red,green
W,A,blue,green
E,N,blue,green
W,C,red,red
R,I,blue,green
Y,U,red,green
I,D,red,red
D,I,green,blue
H,P,green,blue
T,Y,red,red
I,Y,green,blue
D,E,green,red
I,V,red,green
Y,E,blue,red
I,C,green,green
S,N,green,green
Z,W,red,blue
N,J,blue,red
N,M,blue,blue
R,W,blue,green
T,M,green,red
Z,J,green,red
F,V,green,green
K,P,blue,green
D,S,blue,blue
W,N,blue,green
E,G,blue,blue
X,Y,green,blue
D,U,green,blue
R,L,green,blue
M,B,green,blue
G,A,red,green
R,W,red,blue
H,T,blue,red
N,U,green,blue
L,H,blue,green
Q,Y,red,green
T,J,red,red
Z,L,blue,blue
P,B,red,green
G,Z,red,green
D,R,blue,red
U,R,red,green
E,R,blue,red
S,T,green,red
P,W,red,green
X,L,red,red
X,V,red,blue
P,J,green,red
O,M,red,blue
H,W,red,blue
X,S,blue,blue
N,Z,green,blue
E,I,blue,blue
X,Z,red,red
Y,V,blue,red
J,K,red,blue
K,H,red,green
A,U,red,red
A,Q,blue,blue
I,W,red,red
O,D,blue,blue
H,Z,red,red
V,R,red,blue
R,V,blue,blue
Q,E,red,red
I,C,blue,red
B,F,red,green
V,F,green,green
X,J,blue,green
B,R,blue,blue
A,S,green,red
Z,N,red,green
T,D,green,red
O,P,red,blue
H,M,green,blue
P,S,red,green
B,U,red,green
K,W,red,red
E,P,red,blue
F,G,green,red
D,Z,green,blue
T,U,red,blue
T,I,blue,green
A,H,red,blue
L,T,blue,blue
Z,A,green,green
R,Y,red,red
X,O,red,blue
U,I,green,red
R,I,blue,red
X,H,red,blue
L,O,blue,blue
M,Y,green,green
Q,O,red,blue
N,Z,red,red
B,C,red,blue
V,G,green,blue
E,X,red,red
R,U,red,blue
K,U,red,green
M,O,blue,blue
F,I,blue,blue
K,J,blue,red
C,Z,red,green
Y,L,blue,blue
O,J,red,red
N,G,blue,blue
O,F,green,red
P,R,red,green
F,T,blue,red
N,Z,green,blue
L,V,green,blue
W,L,red,blue
D,E,green,red
E,G,blue,green
P,X,red,red
T,V,blue,red
E,O,green,green
E,Q,red,green
Q,R,green,green
O,H,green,red
Z,I,blue,green
K,C,blue,blue
O,B,green,blue
T,B,blue,green
U,K,red,red
Z,W,green,blue
V,G,red,green
T,B,blue,blue
U,P,blue,green
U,S,green,green
Z,I,green,red
Y,E,red,blue
Z,I,red,blue
V,Z,blue,blue
T,B,red,blue
R,Z,blue,blue
P,E,blue,red
X,E,blue,red
Z,S,green,green
X,A,red,blue
U,X,blue,green
Y,C,red,green
H,Y,red,green
Z,U,blue,green
T,V,green,green
U,I,green,red
Y,D,red,red
R,K,blue,red
T,R,blue,blue
Q,J,blue,blue
V,P,green,green
Z,S,red,red
W,C,green,blue
C,Q,red,green
Y,J,green,red
Y,T,red,green
O,N,green,red
A,R,green,blue
I,R,red,red
K,G,red,green
H,B,red,green
L,Q,green,blue
L,O,green,green
K,X,red,red
M,B,green,blue
I,B,green,red
K,A,red,red
U,Q,blue,green
W,Z,blue,red
L,R,blue,green
M,K,blue,green
J,E,green,blue
I,T,red,green
E,I,blue,green
U,H,red,blue
S,V,red,green
H,W,red,green
H,M,green,blue
V,M,red,green
L,N,red,blue
M,F,green,green
O,I,blue,red
A,D,blue,red
B,L,blue,red
S,R,blue,green
Q,I,green,green
R,G,green,red
B,C,green,green
X,J,blue,green
P,F,red,blue
V,N,blue,green
M,N,green,blue
T,M,green,green
Z,E,blue,green
F,Z,blue,red
I,W,red,red
P,E,blue,blue
H,O,red,green
I,U,green,green
I,F,green,green
V,W,red,red
A,B,red,red
B,M,blue,green
W,Z,green,red
Y,Q,red,green
W,M,red,green
U,B,red,red
G,J,green,red
A,B,blue,green
C,R,blue,blue
T,X,blue,red
I,V,green,blue
J,Y,blue,green
B,E,blue,green
G,Q,green,red
M,X,blue,blue
O,S,green,green
G,I,blue,blue
W,K,red,red
B,G,green,blue
K,Y,blue,green
H,V,red,red
Q,T,blue,green
T,R,red,green
Y,D,blue,green
L,U,blue,red
B,S,red,red
S,I,green,red
T,I,green,green
B,X,green,blue
A,M,green,red
M,O,blue,blue
Z,A,blue,green
X,D,blue,red
F,O,red,blue
M,U,blue,green
R,I,green,red
J,G,red,green
G,W,red,blue
F,E,red,red
U,V,blue,red
F,Y,green,blue
C,E,red,green
T,W,blue,green
A,N,blue,red
E,K,green,green
I,Z,green,blue
R,G,blue,blue
T,P,blue,red
E,H,blue,green
U,C,blue,green
A,C,blue,blue
T,Z,blue,blue
J,G,green,blue
G,D,blue,blue
Z,W,blue,red
R,L,green,green
X,Z,blue,blue
L,E,green,blue
J,R,red,green
N,Q,red,green
D,U,red,red
B,I,blue,red
G,F,red,blue
M,G,blue,green
D,J,red,red
P,X,blue,green
M,V,blue,blue
N,X,red,green
N,H,green,blue
H,V,blue,red
U,V,blue,green
B,Q,green,blue
W,R,green,green
O,Z,green,blue
Z,F,red,blue
K,C,red,green
H,W,blue,green
U,H,green,green
H,P,green,green
V,F,red,green
A,I,red,blue
F,D,blue,blue
B,S,blue,green
G,D,red,red
Q,I,red,red
P,D,red,red
R,E,blue,green
D,R,blue,red
E,Q,green,blue
T,J,green,green
E,S,red,green
J,Q,green,green
K,B,blue,green
I,O,red,blue
N,X,green,blue
E,V,green,green
R,G,red,green
A,V,blue,red
W,D,blue,red
N,K,blue,blue
Q,K,red,blue
W,G,red,green
F,U,green,blue
J,S,green,green
M,F,blue,blue
Z,Y,blue,red
F,U,blue,green
L,N,green,blue
U,R,red,blue
S,P,blue,blue
Y,H,red,blue
F,T,green,green
X,B,blue,blue
K,P,green,red
I,O,red,green
U,P,red,red
C,M,blue,blue
D,U,green,blue
N,F,green,red
J,Q,red,red
O,P,green,red
O,E,green,red
J,T,red,red
J,E,red,blue
I,B,green,blue
L,U,blue,red
T,M,red,green
J,N,blue,green
T,U,green,red
Z,B,blue,red
J,V,red,red
K,C,blue,red
E,U,green,green
K,F,green,red
V,Y,green,red
N,P,green,blue
S,Y,red,green
R,Y,blue,red
Q,A,red,blue
B,Z,red,red
V,J,blue,red
J,E,green,blue
Y,A,blue,red
J,K,red,green
M,Q,blue,blue
E,J,blue,green
G,B,green,red
P,G,blue,blue
B,H,green,red
M,V,red,green
P,U,red,blue
G,Y,green,green
Q,T,red,red
N,H,green,green
W,L,red,green
K,O,blue,red
H,D,green,red
X,E,green,red
Z,G,green,green
G,Z,blue,blue
Z,J,blue,red
C,Y,red,green
O,T,red,red
V,Z,blue,blue
V,X,blue,blue
Y,E,blue,red
A,T,red,blue
L,Q,green,red
A,E,red,red
T,R,blue,red
A,T,green,green
B,G,red,red
F,S,blue,red
U,O,green,red
Z,X,blue,red
F,D,green,green
Z,V,blue,red
H,I,green,green
O,I,green,red
H,A,blue,blue
U,S,blue,blue
T,S,green,blue
E,Q,green,blue
M,A,green,green
L,X,red,blue
I,T,red,red
B,S,green,red
G,F,blue,green
C,I,blue,blue
J,O,blue,green
Y,K,red,red
D,P,red,red
A,I,green,red
Q,Z,green,blue
Z,B,red,green
Q,P,red,blue
I,F,blue,red
P,Q,blue,blue
U,M,blue,blue
S,R,red,blue
U,B,blue,green
G,D,red,green
E,H,red,green
Q,I,red,red
M,D,green,green
Z,F,blue,blue
N,D,blue,blue
S,E,red,red
G,M,green,green
Q,M,red,red
U,D,blue,red
Y,B,blue,green
B,V,green,green
R,V,red,red
T,Z,green,blue
U,R,blue,red
D,J,red,green
Q,D,green,blue
X,B,red,green
I,S,red,red
C,W,red,green
T,J,blue,red
W,F,blue,green
N,P,green,green
D,K,green,blue
H,E,red,blue
Z,S,green,blue
O,Y,red,red
N,Y,blue,red
L,I,green,blue
D,A,blue,green
V,Q,blue,green
T,Y,green,red
P,Y,red,red
G,P,red,blue
F,C,red,blue
W,Y,blue,blue
L,S,green,red
Q,Y,blue,red
G,X,blue,green
Z,A,green,green
N,G,green,blue
E,T,green,green
W,Z,green,green
Y,A,red,blue
Q,L,red,red
E,N,red,green
I,L,red,blue
E,H,blue,blue
H,V,green,green
Z,D,green,red
D,T,green,blue
M,Z,blue,green
S,U,green,red
U,J,red,green
I,B,red,green
S,R,green,blue
Q,C,blue,red
N,Z,green,blue
O,V,blue,blue
L,Y,red,red
P,J,red,green
C,Z,blue,green
T,I,green,blue
M,R,blue,green
K,A,green,blue
R,I,green,red
G,F,red,red
J,V,blue,blue
I,N,red,red
U,K,green,blue
V,G,green,red
I,S,blue,green
V,L,red,green
I,Y,blue,blue
Q,D,blue,blue
D,B,red,red
P,I,blue,blue
Y,P,green,blue
Q,R,blue,red
A,K,green,red
Y,K,green,blue
C,A,red,red
D,V,green,blue
E,V,red,blue
O,U,blue,green
Q,H,blue,blue
O,N,red,blue
G,F,blue,blue
J,R,red,green
E,J,red,blue
Z,C,blue,red
J,S,green,green
K,I,blue,blue
Q,E,blue,green
P,C,blue,red
H,M,blue,red
L,Q,blue,red
X,G,red,green
V,S,red,blue
Z,D,red,blue
Z,U,green,green
K,A,green,red
J,G,red,blue
U,D,blue,green
G,Y,red,blue
K,T,green,green
K,N,green,red
M,C,blue,red
B,N,green,red
U,J,red,green
B,Y,blue,blue
H,S,red,red
G,L,red,blue
J,F,blue,blue
F,P,blue,red
S,C,blue,blue
X,N,blue,blue
J,T,green,green
D,T,blue,green
I,C,red,blue
J,Y,green,green
Q,W,green,green
G,A,green,blue
Q,W,blue,green
Q,O,red,green
F,B,red,blue
A,I,red,red
Z,X,green,green
E,I,green,red
L,B,blue,green
O,A,red,red
U,G,green,green
U,J,green,blue
W,V,red,red
G,W,green,red
X,A,green,blue
P,M,green,blue
T,I,red,green
K,M,green,green
H,G,blue,red
M,U,blue,green
A,P,red,green
E,F,green,green
K,G,red,blue
E,U,blue,red
E,X,blue,blue
X,Y,green,blue
S,P,blue,red
K,X,green,red
S,I,red,red
P,V,red,green
A,J,blue,green
D,L,red,green
S,Z,blue,red
I,Z,red,green
M,N,blue,blue
L,Y,red,red
Y,U,red,green
Z,G,blue,red
Z,G,green,green
W,U,red,blue
V,W,green,blue
H,U,red,blue
Y,R,blue,green
K,R,blue,red
D,F,green,red
K,I,blue,blue
G,J,red,red
F,V,red,blue
L,C,red,blue
P,Y,red,blue
P,I,green,blue
A,N,blue,red
S,Y,blue,green
V,Z,red,green
S,X,green,blue
P,Y,blue,blue
Z,M,blue,green
Z,J,blue,red
M,S,red,blue
A,U,red,blue
W,O,red,red
E,Y,green,blue
L,R,red,blue
I,G,red,green
P,Y,red,blue
N,F,red,red
X,I,red,blue
L,X,red,red
Z,Y,green,red
E,D,green,red
R,D,red,red
H,C,red,red
N,S,blue,green
V,H,green,green
B,U,blue,green
F,V,blue,green
Q,F,red,green
A,P,red,red
K,P,blue,blue
R,E,blue,blue
U,Z,blue,green
D,L,green,blue
J,E,blue,blue
K,E,red,blue
I,O,green,red
Z,M,red,green
Z,P,green,blue
B,U,green,green
V,Y,green,blue
M,S,blue,blue
P,O,green,red
N,U,green,green
A,Z,red,blue
I,Q,blue,red
S,F,green,blue
W,F,green,red
M,F,blue,blue
Y,A,green,green
Y,M,green,red
H,E,blue,red
M,N,blue,blue
G,A,green,red
E,I,blue,blue
F,Z,blue,red
K,W,red,red
Y,Z,blue,red
R,D,red,red
J,F,red,green
S,E,red,green
H,B,blue,green
A,T,red,red
N,P,green,blue
X,U,green,green
B,Z,blue,red
F,E,blue,green
I,F,green,blue
L,U,green,blue
R,H,blue,green
I,W,green,green
M,T,green,red
B,M,red,red
S,J,green,blue
L,V,green,red
K,N,blue,blue
Z,M,green,red
F,H,green,blue
K,J,blue,blue
N,F,red,red
W,L,red,green
A,W,red,blue
V,H,blue,blue
V,U,blue,blue
P,G,green,green
Y,K,red,blue
V,A,red,blue
L,E,red,red
U,Z,green,green
E,M,blue,red
A,K,red,green
S,Z,green,green
J,A,green,blue
X,K,red,red
E,H,green,green
P,Z,red,red
S,V,green,red
Z,X,green,blue
Q,U,green,red
G,T,blue,green
J,H,blue,green
H,U,red,blue
X,P,blue,red
U,I,blue,green
R,M,red,red
D,I,red,blue
G,Z,green,green
L,C,green,green
E,G,blue,red
G,L,blue,red
O,M,blue,red
T,H,green,red
N,Y,red,blue
Q,E,green,blue
K,M,red,red
B,W,green,green
B,J,blue,blue
X,A,red,blue
R,B,green,blue
U,H,green,red
J,I,blue,green
J,O,blue,green
I,U,red,blue
U,O,red,red
F,W,blue,green
O,L,red,green
V,F,green,green
M,C,blue,green
Z,M,red,red
Y,M,blue,green
F,V,green,blue
N,B,green,green
G,S,green,blue
N,M,green,green
S,N,green,green
N,F,red,green
R,N,blue,blue
K,Y,red,green
E,Y,blue,blue
I,M,red,blue
H,M,blue,blue
Z,X,red,green
P,O,blue,red
I,A,red,red
U,M,green,green
R,B,blue,green
U,P,green,red
P,G,blue,green
M,Y,green,green
L,C,green,blue
K,P,blue,blue
L,J,red,green
B,Q,blue,blue
F,D,blue,green
